pid,den,dkw,con,ckw,shr,skw,niqe,piqe,score
P16,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",percentile,"{'lo': 0.05, 'hi': 99.5}",unsharp,"{'alpha': 1.3, 'sigma': 1}",13.826134718590374,82.38973509470621,48.107934906648296
P16,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",percentile,"{'lo': 0.05, 'hi': 99.5}",unsharp,"{'alpha': 1.3, 'sigma': 3}",11.956077899691431,64.93917166392008,38.44762478180576
P16,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",percentile,"{'lo': 0.05, 'hi': 99.5}",unsharp,"{'alpha': 1.7, 'sigma': 1}",14.829296221464404,77.95004361470541,46.389669918084905
P16,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",percentile,"{'lo': 0.05, 'hi': 99.5}",unsharp,"{'alpha': 1.7, 'sigma': 3}",11.011896949394233,66.05787207285563,38.53488451112493
P16,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",percentile,"{'lo': 0.05, 'hi': 99.9}",unsharp,"{'alpha': 1.3, 'sigma': 1}",13.186437308981676,82.70151793162027,47.94397762030098
P16,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",percentile,"{'lo': 0.05, 'hi': 99.9}",unsharp,"{'alpha': 1.3, 'sigma': 3}",12.390841487398001,65.59182688395182,38.991334185674916
P16,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",percentile,"{'lo': 0.05, 'hi': 99.9}",unsharp,"{'alpha': 1.7, 'sigma': 1}",13.733192921530582,79.25641555786133,46.49480423969596
P16,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",percentile,"{'lo': 0.05, 'hi': 99.9}",unsharp,"{'alpha': 1.7, 'sigma': 3}",11.387131316688814,66.81505177815755,39.10109154742318
P16,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",percentile,"{'lo': 0.1, 'hi': 99.5}",unsharp,"{'alpha': 1.3, 'sigma': 1}",13.896111867344663,81.6543607711792,47.77523631926193
P16,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",percentile,"{'lo': 0.1, 'hi': 99.5}",unsharp,"{'alpha': 1.3, 'sigma': 3}",11.877842744078702,65.18290348052979,38.53037311230425
P16,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",percentile,"{'lo': 0.1, 'hi': 99.5}",unsharp,"{'alpha': 1.7, 'sigma': 1}",14.996185745037888,77.25005467732747,46.12312021118268
P16,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",percentile,"{'lo': 0.1, 'hi': 99.5}",unsharp,"{'alpha': 1.7, 'sigma': 3}",10.945464927159152,65.61634801228841,38.28090646972378
P16,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",percentile,"{'lo': 0.1, 'hi': 99.9}",unsharp,"{'alpha': 1.3, 'sigma': 1}",13.296388731570234,82.29217179616292,47.794280263866575
P16,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",percentile,"{'lo': 0.1, 'hi': 99.9}",unsharp,"{'alpha': 1.3, 'sigma': 3}",12.309937557760087,65.7972843170166,39.05361093738834
P16,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",percentile,"{'lo': 0.1, 'hi': 99.9}",unsharp,"{'alpha': 1.7, 'sigma': 1}",14.09912248118,78.61216220855712,46.35564234486856
P16,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",percentile,"{'lo': 0.1, 'hi': 99.9}",unsharp,"{'alpha': 1.7, 'sigma': 3}",11.30112245812458,66.44659194946288,38.87385720379373
P16,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",percentile,"{'lo': 0.05, 'hi': 99.5}",unsharp,"{'alpha': 1.3, 'sigma': 1}",13.465648543904885,83.69752108256021,48.58158481323255
P16,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",percentile,"{'lo': 0.05, 'hi': 99.5}",unsharp,"{'alpha': 1.3, 'sigma': 3}",11.425152337409028,62.563354937235516,36.994253637322274
P16,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",percentile,"{'lo': 0.05, 'hi': 99.5}",unsharp,"{'alpha': 1.7, 'sigma': 1}",14.648755551761662,77.99267908732097,46.320717319541316
P16,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",percentile,"{'lo': 0.05, 'hi': 99.5}",unsharp,"{'alpha': 1.7, 'sigma': 3}",10.58099610744557,65.54835421244303,38.0646751599443
P16,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",percentile,"{'lo': 0.05, 'hi': 99.9}",unsharp,"{'alpha': 1.3, 'sigma': 1}",12.896960645101622,84.00726216634115,48.45211140572138
P16,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",percentile,"{'lo': 0.05, 'hi': 99.9}",unsharp,"{'alpha': 1.3, 'sigma': 3}",11.813603753788307,63.2354933420817,37.524548547935005
P16,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",percentile,"{'lo': 0.05, 'hi': 99.9}",unsharp,"{'alpha': 1.7, 'sigma': 1}",13.761171643116318,79.35524152119955,46.55820658215793
P16,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",percentile,"{'lo': 0.05, 'hi': 99.9}",unsharp,"{'alpha': 1.7, 'sigma': 3}",10.876884382934158,66.01130542755126,38.44409490524271
P16,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",percentile,"{'lo': 0.1, 'hi': 99.5}",unsharp,"{'alpha': 1.3, 'sigma': 1}",13.558709306919175,82.93786341349283,48.248286360206
P16,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",percentile,"{'lo': 0.1, 'hi': 99.5}",unsharp,"{'alpha': 1.3, 'sigma': 3}",11.3392346394252,62.31656894683838,36.82790179313179
P16,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",percentile,"{'lo': 0.1, 'hi': 99.5}",unsharp,"{'alpha': 1.7, 'sigma': 1}",14.850005945761284,77.76492347717286,46.30746471146707
P16,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",percentile,"{'lo': 0.1, 'hi': 99.5}",unsharp,"{'alpha': 1.7, 'sigma': 3}",10.486647313075098,65.20884380340576,37.847745558240426
P16,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",percentile,"{'lo': 0.1, 'hi': 99.9}",unsharp,"{'alpha': 1.3, 'sigma': 1}",13.072635236066876,83.59009602864583,48.33136563235635
P16,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",percentile,"{'lo': 0.1, 'hi': 99.9}",unsharp,"{'alpha': 1.3, 'sigma': 3}",11.714934544289106,63.10211963653565,37.40852709041238
P16,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",percentile,"{'lo': 0.1, 'hi': 99.9}",unsharp,"{'alpha': 1.7, 'sigma': 1}",14.2239643978434,79.08541425069173,46.654689324267565
P16,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",percentile,"{'lo': 0.1, 'hi': 99.9}",unsharp,"{'alpha': 1.7, 'sigma': 3}",10.769341694632207,65.82335268656412,38.29634719059816
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",percentile,"{'lo': 0.05, 'hi': 99.5}",unsharp,"{'alpha': 1.3, 'sigma': 1}",14.08179685871534,81.9170514424642,47.99942415058977
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",percentile,"{'lo': 0.05, 'hi': 99.5}",unsharp,"{'alpha': 1.3, 'sigma': 3}",12.607598347444375,66.12745844523111,39.36752839633775
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",percentile,"{'lo': 0.05, 'hi': 99.5}",unsharp,"{'alpha': 1.7, 'sigma': 1}",14.955467997381636,77.26891708374023,46.11219254056093
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",percentile,"{'lo': 0.05, 'hi': 99.5}",unsharp,"{'alpha': 1.7, 'sigma': 3}",11.752506167799448,66.68463751475016,39.21857184127481
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",percentile,"{'lo': 0.05, 'hi': 99.9}",unsharp,"{'alpha': 1.3, 'sigma': 1}",13.615986791793448,82.01329689025879,47.814641841026116
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",percentile,"{'lo': 0.05, 'hi': 99.9}",unsharp,"{'alpha': 1.3, 'sigma': 3}",13.084581758113991,67.14386596679688,40.11422386245543
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",percentile,"{'lo': 0.05, 'hi': 99.9}",unsharp,"{'alpha': 1.7, 'sigma': 1}",13.951246899182864,78.97006518046061,46.460656039821735
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",percentile,"{'lo': 0.05, 'hi': 99.9}",unsharp,"{'alpha': 1.7, 'sigma': 3}",12.208592058849295,67.63572591145834,39.922158985153814
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",percentile,"{'lo': 0.1, 'hi': 99.5}",unsharp,"{'alpha': 1.3, 'sigma': 1}",14.14851412943518,81.001904296875,47.57520921315509
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",percentile,"{'lo': 0.1, 'hi': 99.5}",unsharp,"{'alpha': 1.3, 'sigma': 3}",12.537447970071446,65.89088999430338,39.21416898218741
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",percentile,"{'lo': 0.1, 'hi': 99.5}",unsharp,"{'alpha': 1.7, 'sigma': 1}",15.178662679961889,77.03366985321045,46.10616626658617
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",percentile,"{'lo': 0.1, 'hi': 99.5}",unsharp,"{'alpha': 1.7, 'sigma': 3}",11.645049769934161,66.13007748921713,38.887563629575645
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",percentile,"{'lo': 0.1, 'hi': 99.9}",unsharp,"{'alpha': 1.3, 'sigma': 1}",13.701331572123745,81.757626024882,47.729478798502875
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",percentile,"{'lo': 0.1, 'hi': 99.9}",unsharp,"{'alpha': 1.3, 'sigma': 3}",12.986722227446787,66.67271620432535,39.82971921588607
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",percentile,"{'lo': 0.1, 'hi': 99.9}",unsharp,"{'alpha': 1.7, 'sigma': 1}",14.346585841549931,78.84573535919189,46.59616060037091
