pid,den,dkw,con,ckw,shr,skw,niqe,piqe,score
P7,median,{'ksize': 5},percentile,"{'lo': 0.05, 'hi': 99.9}",unsharp,"{'alpha': 1.3, 'sigma': 3}",9.404369006668455,39.876660410563154,24.640514708615804
P7,median,{'ksize': 5},percentile,"{'lo': 0.05, 'hi': 99.9}",unsharp,"{'alpha': 1.7, 'sigma': 1}",14.263549438539224,63.04835117657979,38.65595030755951
P7,median,{'ksize': 5},percentile,"{'lo': 0.05, 'hi': 99.9}",unsharp,"{'alpha': 1.7, 'sigma': 3}",8.831983936106631,38.42828715642293,23.630135546264782
P7,median,{'ksize': 5},percentile,"{'lo': 0.1, 'hi': 99.5}",unsharp,"{'alpha': 1.3, 'sigma': 1}",12.583482027974096,59.96188583374023,36.27268393085716
P7,median,{'ksize': 5},percentile,"{'lo': 0.1, 'hi': 99.5}",unsharp,"{'alpha': 1.3, 'sigma': 3}",9.289919566104793,39.102142874399824,24.19603122025231
P7,median,{'ksize': 5},percentile,"{'lo': 0.1, 'hi': 99.5}",unsharp,"{'alpha': 1.7, 'sigma': 1}",13.156388861786736,60.81840602556864,36.987397443677686
P7,median,{'ksize': 5},percentile,"{'lo': 0.1, 'hi': 99.5}",unsharp,"{'alpha': 1.7, 'sigma': 3}",8.699659512378553,37.28301401138306,22.991336761880806
P7,median,{'ksize': 5},percentile,"{'lo': 0.1, 'hi': 99.9}",unsharp,"{'alpha': 1.3, 'sigma': 1}",13.151867858613711,61.27305777867635,37.21246281864503
P7,median,{'ksize': 5},percentile,"{'lo': 0.1, 'hi': 99.9}",unsharp,"{'alpha': 1.3, 'sigma': 3}",9.354953570863573,39.585972181955974,24.470462876409773
P7,median,{'ksize': 5},percentile,"{'lo': 0.1, 'hi': 99.9}",unsharp,"{'alpha': 1.7, 'sigma': 1}",13.951157603517911,62.30721451441447,38.12918605896619
P7,median,{'ksize': 5},percentile,"{'lo': 0.1, 'hi': 99.9}",unsharp,"{'alpha': 1.7, 'sigma': 3}",8.79009873883216,38.0827379544576,23.436418346644878
