filename,pipeline,orig_niqe,orig_piqe,fin_niqe,fin_piqe
major_001.tiff,P13,9.32299104012963,100.0,12.868688966819278,49.62583923339844
major_002.tiff,P13,9.907474380098723,74.90415954589844,14.486460881472949,63.310176849365234
major_003.tiff,P13,11.81102290422832,100.0,13.466727409698452,54.62936782836914
major_004.tiff,P13,11.741298172765235,100.0,13.43915521316972,51.04051208496094
major_005.tiff,P13,12.085893979653248,100.0,13.136051152237192,49.53721618652344
major_006.tiff,P13,11.822052973030052,100.0,12.813130334477487,62.13733673095703
major_007.tiff,P13,11.633541817661882,100.0,12.476619829380713,57.402408599853516
major_008.tiff,P13,12.204686293999119,100.0,13.07217708959164,66.3232192993164
major_009.tiff,P13,11.794781294485263,100.0,13.03802551338238,59.63523483276367
major_010.tiff,P13,11.852296561773713,100.0,13.522702618786315,54.5876579284668
major_011.tiff,P13,12.188960204185033,100.0,12.742964570868265,57.783592224121094
major_012.tiff,P13,11.75337710050791,100.0,12.61836078819057,64.89117431640625
major_013.tiff,P13,9.535573099300695,69.88202667236328,14.589121004821555,65.03692626953125
major_014.tiff,P13,11.65005153099226,100.0,13.13883598050515,51.5129508972168
major_015.tiff,P13,11.72175381896881,100.0,13.431817903538448,38.19278335571289
major_016.tiff,P13,11.843507055033038,100.0,13.202561546948193,52.92698669433594
major_017.tiff,P13,11.817745402172124,100.0,12.839572580076716,43.06980514526367
major_018.tiff,P13,11.13021384250255,94.96048736572266,13.23540812247707,57.15375518798828
major_019.tiff,P13,11.503331348869578,100.0,13.230519267199865,50.479434967041016
major_020.tiff,P13,12.268288196652227,73.95600128173828,14.319724525196616,59.059940338134766
major_021.tiff,P13,11.46046005476043,100.0,12.82234015358398,51.708900451660156
major_022.tiff,P13,12.006175835139974,100.0,13.242601078182078,66.25409698486328
major_023.tiff,P13,10.053336965744343,78.56455993652344,14.916060681140618,69.84632873535156
major_024.tiff,P13,12.428213113850694,100.0,13.09788753669682,44.18941116333008
major_025.tiff,P13,11.351636501657882,100.0,12.481770480290935,50.673030853271484
major_026.tiff,P13,11.696773511078641,100.0,12.876841256560768,46.565425872802734
major_027.tiff,P13,11.695075728305566,100.0,13.235794958082183,48.56557846069336
major_028.tiff,P13,10.23228207871479,76.0461196899414,13.785889978357533,75.01777648925781
