pid,den,dkw,con,ckw,shr,skw,niqe,piqe,score
P17,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",percentile,"{'lo': 0.1, 'hi': 99.9}",guided,"{'radius': 4, 'eps': 0.001}",12.694038333587129,88.91741784413655,50.80572808886184
P17,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",percentile,"{'lo': 0.1, 'hi': 99.9}",guided,"{'radius': 6, 'eps': 0.001}",12.694038333587129,88.91741784413655,50.80572808886184
P17,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",percentile,"{'lo': 0.05, 'hi': 99.5}",guided,"{'radius': 4, 'eps': 0.001}",13.754042319049024,89.67360280354818,51.7138225612986
P17,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",percentile,"{'lo': 0.05, 'hi': 99.5}",guided,"{'radius': 6, 'eps': 0.001}",13.754042319049024,89.67360280354818,51.7138225612986
P17,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",percentile,"{'lo': 0.05, 'hi': 99.9}",guided,"{'radius': 4, 'eps': 0.001}",13.917741512537331,89.89704424540201,51.907392878969674
P17,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",percentile,"{'lo': 0.05, 'hi': 99.9}",guided,"{'radius': 6, 'eps': 0.001}",13.917741512537331,89.89704424540201,51.907392878969674
P17,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",percentile,"{'lo': 0.1, 'hi': 99.5}",guided,"{'radius': 4, 'eps': 0.001}",13.688422146727948,89.27179889678955,51.480110521758746
P17,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",percentile,"{'lo': 0.1, 'hi': 99.5}",guided,"{'radius': 6, 'eps': 0.001}",13.688422146727948,89.27179889678955,51.480110521758746
P17,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",percentile,"{'lo': 0.1, 'hi': 99.9}",guided,"{'radius': 4, 'eps': 0.001}",13.857090936420558,89.73728294372559,51.797186940073075
P17,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",percentile,"{'lo': 0.1, 'hi': 99.9}",guided,"{'radius': 6, 'eps': 0.001}",13.857090936420558,89.73728294372559,51.797186940073075
P17,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.05, 'hi': 99.5}",guided,"{'radius': 4, 'eps': 0.001}",13.54478517142655,88.98110783894857,51.262946505187564
P17,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.05, 'hi': 99.5}",guided,"{'radius': 6, 'eps': 0.001}",13.54478517142655,88.98110783894857,51.262946505187564
P17,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.05, 'hi': 99.9}",guided,"{'radius': 4, 'eps': 0.001}",13.736323805760073,88.76521511077881,51.250769458269446
P17,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.05, 'hi': 99.9}",guided,"{'radius': 6, 'eps': 0.001}",13.736323805760073,88.76521511077881,51.250769458269446
P17,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.1, 'hi': 99.5}",guided,"{'radius': 4, 'eps': 0.001}",13.492968716961439,88.44505519866944,50.96901195781544
P17,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.1, 'hi': 99.5}",guided,"{'radius': 6, 'eps': 0.001}",13.492968716961439,88.44505519866944,50.96901195781544
P17,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.1, 'hi': 99.9}",guided,"{'radius': 4, 'eps': 0.001}",13.672612257775066,88.73968728383382,51.206149770804444
P17,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.1, 'hi': 99.9}",guided,"{'radius': 6, 'eps': 0.001}",13.672612257775066,88.73968728383382,51.206149770804444
