filename,pipeline,orig_niqe,orig_piqe,fin_niqe,fin_piqe
major_001.tiff,P7,9.32299104012963,100.0,7.514381149806204,46.76911926269531
major_002.tiff,P7,9.907474380098723,74.90415954589844,8.635935653996825,20.4309139251709
major_003.tiff,P7,11.81102290422832,100.0,10.431257439919865,55.60247802734375
major_004.tiff,P7,11.741298172765235,100.0,10.553724186126622,55.94379425048828
major_005.tiff,P7,12.085893979653248,100.0,10.992815020736455,59.15143585205078
major_006.tiff,P7,11.822052973030052,100.0,10.757545580153163,57.55293273925781
major_007.tiff,P7,11.633541817661882,100.0,9.779045891507877,45.9720573425293
major_008.tiff,P7,12.204686293999119,100.0,11.251567865030017,52.80073165893555
major_009.tiff,P7,11.794781294485263,100.0,10.887810210166586,55.29495620727539
major_010.tiff,P7,11.852296561773713,100.0,9.926153417824713,52.63264083862305
major_011.tiff,P7,12.188960204185033,100.0,11.42946273310534,58.887046813964844
major_012.tiff,P7,11.75337710050791,100.0,10.356040837405509,49.506446838378906
major_013.tiff,P7,9.535573099300695,69.88202667236328,8.081961211852326,19.854578018188477
major_014.tiff,P7,11.65005153099226,100.0,10.363189857177959,52.37904739379883
major_015.tiff,P7,11.72175381896881,100.0,10.455028789779368,51.6619987487793
major_016.tiff,P7,11.843507055033038,100.0,8.994911185114681,43.88299560546875
major_017.tiff,P7,11.817745402172124,100.0,9.22779316950145,47.70435333251953
major_018.tiff,P7,11.13021384250255,94.96048736572266,9.082381450442627,43.92274475097656
major_019.tiff,P7,11.503331348869578,100.0,9.626780998392485,46.291873931884766
major_020.tiff,P7,12.268288196652227,73.95600128173828,9.320036656046092,31.596839904785156
major_021.tiff,P7,11.46046005476043,100.0,9.785599601743513,50.42123794555664
major_022.tiff,P7,12.006175835139974,100.0,9.224048760787921,51.32811737060547
major_023.tiff,P7,10.053336965744343,78.56455993652344,8.995337821038646,19.183712005615234
major_024.tiff,P7,12.428213113850694,100.0,9.209805274259228,39.84930419921875
major_025.tiff,P7,11.351636501657882,100.0,10.037459421674043,51.77574920654297
major_026.tiff,P7,11.696773511078641,100.0,9.12525884995326,45.6431884765625
major_027.tiff,P7,11.695075728305566,100.0,9.701196247654929,46.915401458740234
major_028.tiff,P7,10.23228207871479,76.0461196899414,7.823660491710452,48.19159698486328
major_029.tiff,P7,9.992497802417848,84.78511047363281,7.391513807118097,46.85062026977539
major_030.tiff,P7,11.155965930332567,69.1369857788086,7.284784490224302,42.083614349365234
major_031.tiff,P7,10.64819178595678,65.45562744140625,6.940448932288196,44.905479431152344
major_032.tiff,P7,9.596041895377208,74.16939544677734,7.4698260655021125,49.54964065551758
major_033.tiff,P7,9.590908543458262,90.6449966430664,8.008827864997313,20.016277313232422
major_034.tiff,P7,9.26687685741502,66.6063003540039,7.881369940977729,54.115665435791016
major_035.tiff,P7,9.418314141239335,67.76922607421875,7.5844222528484115,49.72304916381836
major_036.tiff,P7,10.059092177749424,67.76830291748047,7.146807058384337,46.543399810791016
major_037.tiff,P7,11.889964982323837,100.0,9.429331251615029,38.45319366455078
major_038.tiff,P7,11.46816398298419,100.0,9.20308275225682,44.11777114868164
major_039.tiff,P7,11.40847430985877,100.0,9.360666252556623,45.269996643066406
major_040.tiff,P7,11.53418972122329,100.0,9.434815655122936,44.43260192871094
major_041.tiff,P7,11.709235187388268,100.0,9.215851091485193,40.001590728759766
major_042.tiff,P7,10.23228207871479,76.0461196899414,7.823660491710452,48.19159698486328
major_043.tiff,P7,10.316673871546802,63.15164566040039,7.030247962682915,42.62287139892578
major_044.tiff,P7,9.683804555084986,100.0,7.6133982249255165,27.907377243041992
major_045.tiff,P7,9.68596728003005,75.01616668701172,7.170489329380629,43.72639846801758
major_046.tiff,P7,10.678527000657079,67.82172393798828,7.101645574099728,42.8133544921875
major_047.tiff,P7,10.436801054357616,71.2742919921875,7.08403692603205,39.86033248901367
major_048.tiff,P7,9.992497802417848,84.78511047363281,7.391513807118097,46.85062026977539
major_049.tiff,P7,11.155965930332567,69.1369857788086,7.284784490224302,42.083614349365234
major_050.tiff,P7,9.418314141239335,67.76922607421875,7.5844222528484115,49.72304916381836
major_051.tiff,P7,10.059092177749424,67.76830291748047,7.146807058384337,46.543399810791016
major_052.tiff,P7,11.600604298250682,100.0,9.547562711070753,50.232540130615234
major_053.tiff,P7,9.701598502722478,71.12841796875,8.469469885044642,18.849851608276367
major_054.tiff,P7,10.525140016228974,94.34255981445312,7.492999218900217,28.899818420410156
major_055.tiff,P7,9.471548453821532,100.0,7.664420263082002,48.96267318725586
major_056.tiff,P7,10.11153215539495,100.0,7.302736927552386,36.21533203125
major_057.tiff,P7,10.219296217476344,94.82511901855469,7.118804365582631,35.49013137817383
major_058.tiff,P7,9.824593149877236,67.36282348632812,8.844680172795092,20.050172805786133
major_059.tiff,P7,9.670695258056517,100.0,7.270281569070343,42.87480545043945
major_060.tiff,P7,9.59794663135919,100.0,7.388819954488996,39.56619644165039
major_061.tiff,P7,9.481548352009215,100.0,7.135727746084614,37.586421966552734
major_062.tiff,P7,9.680518993805002,94.98335266113281,7.474724678716468,37.246700286865234
major_063.tiff,P7,9.46459130200988,100.0,7.1804623946520145,42.13412857055664
major_064.tiff,P7,9.323227663648197,100.0,7.1306579033033985,44.077362060546875
major_065.tiff,P7,11.156243976713386,63.12141418457031,8.870031344583182,23.124130249023438
major_066.tiff,P7,9.556304368695159,100.0,7.098752476645695,42.52482604980469
major_067.tiff,P7,9.688609417001258,100.0,7.252022662403229,29.593914031982422
major_068.tiff,P7,9.868748300113806,90.07869720458984,7.913171566813837,30.271482467651367
major_069.tiff,P7,9.98660271778366,65.65326690673828,8.08760950491278,22.982425689697266
major_070.tiff,P7,10.962559842323783,100.0,7.718759817086018,40.24142837524414
major_071.tiff,P7,9.580852892444886,94.68409729003906,7.2095400926106,35.86199188232422
major_072.tiff,P7,10.102578659112341,77.95970153808594,8.754244422950354,25.71454429626465
major_073.tiff,P7,10.141317044393082,66.22509002685547,8.654634864320572,21.506153106689453
major_074.tiff,P7,9.581358393713256,100.0,7.1385512623999405,43.362998962402344
major_075.tiff,P7,9.746640366129027,68.5557632446289,7.768505945290319,26.602432250976562
major_076.tiff,P7,10.25167721778663,100.0,7.560535634454518,40.314117431640625
major_077.tiff,P7,9.721975568771095,100.0,7.58902446781432,46.22385787963867
major_078.tiff,P7,9.580376285793164,100.0,7.255245650216748,42.26799392700195
major_079.tiff,P7,10.260046859948828,90.24361419677734,8.508520755579964,21.142005920410156
major_080.tiff,P7,10.008818731613019,81.46456146240234,8.276186309936763,21.827381134033203
major_081.tiff,P7,10.377117628083717,85.4148178100586,6.925324642527652,46.07515335083008
major_082.tiff,P7,9.859986500500474,82.26661682128906,7.781173420160732,26.92406463623047
major_083.tiff,P7,9.835059707141502,93.23429870605469,7.48270406237219,36.1204833984375
major_084.tiff,P7,10.179769509688994,91.79238891601562,7.924990041323921,22.609357833862305
major_085.tiff,P7,9.336618061886341,100.0,7.260900102859209,41.4586296081543
major_086.tiff,P7,9.323227663648197,100.0,7.1306579033033985,44.077362060546875
major_087.tiff,P7,9.336618061886341,100.0,7.260900102859209,41.4586296081543
major_088.tiff,P7,9.721975568771095,100.0,7.58902446781432,46.22385787963867
major_089.tiff,P7,10.25167721778663,100.0,7.560535634454518,40.314117431640625
major_090.tiff,P7,9.580376285793164,100.0,7.255245650216748,42.26799392700195
major_091.tiff,P7,10.185542866191236,94.94589233398438,7.788093242239897,30.30978775024414
major_092.tiff,P7,9.471548453821532,100.0,7.664420263082002,48.96267318725586
major_093.tiff,P7,11.704333298838618,100.0,9.220006078733173,47.47090148925781
major_094.tiff,P7,12.459067715425226,50.0,9.30109968804381,41.99985122680664
major_095.tiff,P7,11.32148571397744,100.0,9.080837375991587,47.310707092285156
major_096.tiff,P7,12.90580932229318,100.0,9.256557348543534,43.367393493652344
major_097.tiff,P7,10.515040908678177,100.0,7.818588983111854,30.53630256652832
major_098.tiff,P7,11.867689578044159,100.0,11.024686072367267,58.10104751586914
major_099.tiff,P7,11.772443529230275,100.0,9.650755453520544,47.22637939453125
major_100.tiff,P7,11.432572271867455,100.0,10.230230615791768,50.77211380004883
major_101.tiff,P7,11.999533571227177,100.0,8.973322763432057,44.7353630065918
major_102.tiff,P7,12.365013920887174,100.0,9.237027311816531,44.34018325805664
major_103.tiff,P7,11.906688557839514,100.0,9.921823444678713,52.14917755126953
major_104.tiff,P7,11.270544918220697,100.0,9.824512497932963,51.22639083862305
major_105.tiff,P7,11.720208378749556,100.0,9.687139468137913,51.41542053222656
major_106.tiff,P7,11.760608722433538,100.0,9.994529398603174,50.03624725341797
major_107.tiff,P7,10.984654679234385,100.0,7.583503219351545,32.80568313598633
major_108.tiff,P7,11.897168306483305,100.0,9.069290602758333,42.93302536010742
major_109.tiff,P7,12.662517761464066,94.91304016113281,8.772464240461158,35.59876251220703
major_110.tiff,P7,11.574804438087817,100.0,8.906805496304385,37.05315399169922
major_111.tiff,P7,12.6549877974115,62.148136138916016,9.605114029918893,24.799585342407227
major_112.tiff,P7,11.780974634750393,91.79054260253906,8.787683443730998,32.6563606262207
major_113.tiff,P7,11.609346225911265,100.0,8.82635610737886,38.65582275390625
major_114.tiff,P7,12.045015761954978,52.714847564697266,9.635414164608669,20.366455078125
major_115.tiff,P7,12.207147569378638,94.88475799560547,9.086056473735887,32.93933868408203
major_116.tiff,P7,12.29130136067555,71.23657989501953,9.229204612867662,29.12215232849121
major_117.tiff,P7,11.462248926071354,100.0,8.908522133302506,33.528873443603516
major_118.tiff,P7,9.425320622006627,50.0,7.326640281459041,28.81290054321289
major_119.tiff,P7,12.222684253998802,100.0,9.434610304757761,39.76066970825195
