pid,den,dkw,con,ckw,shr,skw,niqe,piqe,score
P13,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.3, 'sigma': 1}",13.60510401547182,88.88126430511474,51.24318416029328
P13,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.3, 'sigma': 3}",14.138913228264533,70.43905582427979,42.28898452627216
P13,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.7, 'sigma': 1}",13.718754045657821,82.5697587966919,48.14425642117486
P13,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.7, 'sigma': 3}",12.598250959897756,74.79024213155111,43.69424654572443
P13,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.3, 'sigma': 1}",13.140238567841699,88.51070861816406,50.82547359300288
P13,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.3, 'sigma': 3}",13.92079252187417,70.4154930750529,42.168142798463535
P13,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.7, 'sigma': 1}",13.624844010183303,84.0317268371582,48.82828542367075
P13,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.7, 'sigma': 3}",12.429139123932522,74.46011753082276,43.44462832737764
P13,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.3, 'sigma': 1}",13.41986664712378,88.9202755610148,51.170071104069294
P13,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.3, 'sigma': 3}",13.774014756871571,66.39335645039877,40.08368560363517
P13,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.7, 'sigma': 1}",13.821154709661254,82.78715591430664,48.30415531198395
P13,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.7, 'sigma': 3}",12.376185928482876,72.39024855295817,42.383217240720526
P13,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.3, 'sigma': 1}",12.917696286225997,87.89676717122396,50.40723172872498
P13,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.3, 'sigma': 3}",13.566390843419581,66.75325915018718,40.15982499680338
P13,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.7, 'sigma': 1}",13.87404242375882,82.8214262008667,48.34773431231276
P13,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.7, 'sigma': 3}",12.193517140594292,72.33924369812011,42.266380419357205
P13,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.3, 'sigma': 1}",14.022345406815406,88.2140998840332,51.118222645424304
P13,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.3, 'sigma': 3}",15.005565105066893,71.16919015248617,43.08737762877653
P13,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.7, 'sigma': 1}",13.931992444805097,84.26848945617675,49.10024095049093
P13,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.7, 'sigma': 3}",13.701831700256944,75.41489963531494,44.55836566778594
P13,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.3, 'sigma': 1}",13.504530773502779,87.2147844950358,50.35965763426929
P13,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.3, 'sigma': 3}",14.78474287873833,71.77808144887288,43.281412163805605
P13,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.7, 'sigma': 1}",13.750820537188401,83.76013558705648,48.75547806212244
P13,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.7, 'sigma': 3}",13.5235562723099,75.10022850036621,44.31189238633806
P13,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.3, 'sigma': 1}",14.044276600138682,88.52247772216796,51.283377161153325
P13,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.3, 'sigma': 3}",14.30979851259218,65.68419901529948,39.99699876394583
P13,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.7, 'sigma': 1}",13.985903033363089,81.89470081329345,47.94030192332827
P13,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.7, 'sigma': 3}",13.252336411460028,71.68767445882162,42.47000543514082
P13,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.3, 'sigma': 1}",13.421621690648855,86.61161149342855,50.0166165920387
P13,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.3, 'sigma': 3}",14.1584426235428,66.55850448608399,40.35847355481339
P13,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.7, 'sigma': 1}",13.907177300024758,82.17700881958008,48.04209305980242
P13,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.7, 'sigma': 3}",13.054212596933915,71.7638303120931,42.40902145451351
