pipeline,denoise,den_kw,contrast,con_kw,sharpen,shr_kw,niqe,piqe,colorfulness
P8,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 75}",percentile,"{'lo': 0.05, 'hi': 99.5}",guided,"{'radius': 4, 'eps': 0.001}",9.773399177649443,91.41281572977702,76.25117208030387
P8,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 75}",percentile,"{'lo': 0.05, 'hi': 99.5}",guided,"{'radius': 6, 'eps': 0.001}",9.773399177649443,91.41281572977702,76.25117208030387
P8,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 75}",percentile,"{'lo': 0.05, 'hi': 99.9}",guided,"{'radius': 4, 'eps': 0.001}",9.781069597166585,91.36504592895508,76.05208606480421
P8,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 75}",percentile,"{'lo': 0.05, 'hi': 99.9}",guided,"{'radius': 6, 'eps': 0.001}",9.781069597166585,91.36504592895508,76.05208606480421
P8,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 75}",percentile,"{'lo': 0.1, 'hi': 99.5}",guided,"{'radius': 4, 'eps': 0.001}",9.753650440517474,91.23061141967773,76.2678781672571
P8,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 75}",percentile,"{'lo': 0.1, 'hi': 99.5}",guided,"{'radius': 6, 'eps': 0.001}",9.753650440517474,91.23061141967773,76.2678781672571
P8,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 75}",percentile,"{'lo': 0.1, 'hi': 99.9}",guided,"{'radius': 4, 'eps': 0.001}",9.761320860034614,91.18284161885579,76.06879215175744
P8,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 75}",percentile,"{'lo': 0.1, 'hi': 99.9}",guided,"{'radius': 6, 'eps': 0.001}",9.761320860034614,91.18284161885579,76.06879215175744
P8,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 100}",percentile,"{'lo': 0.05, 'hi': 99.5}",guided,"{'radius': 4, 'eps': 0.001}",9.773463633957933,91.41270052591959,76.251160665901
P8,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 100}",percentile,"{'lo': 0.05, 'hi': 99.5}",guided,"{'radius': 6, 'eps': 0.001}",9.773463633957933,91.41270052591959,76.251160665901
P8,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 100}",percentile,"{'lo': 0.05, 'hi': 99.9}",guided,"{'radius': 4, 'eps': 0.001}",9.781102453659228,91.36494890848796,76.05207426734708
P8,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 100}",percentile,"{'lo': 0.05, 'hi': 99.9}",guided,"{'radius': 6, 'eps': 0.001}",9.781102453659228,91.36494890848796,76.05207426734708
