pipeline,denoise,den_kw,contrast,con_kw,sharpen,shr_kw,niqe,piqe,colorfulness
P18,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",percentile,"{'lo': 0.05, 'hi': 99.5}",l0,{},8.363069479507116,67.91781997680664,79.83569236928436
P18,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",percentile,"{'lo': 0.05, 'hi': 99.9}",l0,{},8.379245194662793,68.81619345347086,79.75401192266708
P18,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",percentile,"{'lo': 0.1, 'hi': 99.5}",l0,{},8.352747599954249,67.8134604136149,79.92789205075952
P18,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",percentile,"{'lo': 0.1, 'hi': 99.9}",l0,{},8.368923315109926,68.71183389027914,79.84621160414221
P18,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",percentile,"{'lo': 0.05, 'hi': 99.5}",l0,{},8.405322200964083,68.12069028218588,79.65875843488917
P18,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",percentile,"{'lo': 0.05, 'hi': 99.9}",l0,{},8.411622245297334,68.39922358194987,79.5346081306367
P18,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",percentile,"{'lo': 0.1, 'hi': 99.5}",l0,{},8.396815441216683,68.22815990447998,79.75693178791582
P18,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",percentile,"{'lo': 0.1, 'hi': 99.9}",l0,{},8.403115485549934,68.50669320424397,79.63278148366335
P18,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",percentile,"{'lo': 0.05, 'hi': 99.5}",l0,{},8.62590457387657,67.35748710632325,79.5991842449896
P18,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",percentile,"{'lo': 0.05, 'hi': 99.9}",l0,{},8.64282663078536,66.72239398956299,79.51402340012466
P18,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",percentile,"{'lo': 0.1, 'hi': 99.5}",l0,{},8.619659999243003,67.18878498077393,79.70699298109592
P18,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",percentile,"{'lo': 0.1, 'hi': 99.9}",l0,{},8.636582056151793,66.55369186401367,79.62183213623098
P18,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.05, 'hi': 99.5}",l0,{},8.589192149775727,67.40093421936035,79.36271923837931
P18,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.05, 'hi': 99.9}",l0,{},8.581547100461238,66.79814885457357,79.23473170770323
P18,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.1, 'hi': 99.5}",l0,{},8.582320151415761,67.33759676615396,79.47973454320142
P18,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.1, 'hi': 99.9}",l0,{},8.574675102101274,66.73481140136718,79.35174701252532
