filename,pipeline,orig_niqe,orig_piqe,orig_colorfulness,fin_niqe,fin_piqe,fin_colorfulness
major_001.tiff,P3,11.429625686507785,84.03153228759766,88.55671116950869,7.589849487660534,38.056373596191406,91.47892956532928
major_002.tiff,P3,11.606671071208883,82.10877227783203,92.98332831128894,7.765842854109041,49.247169494628906,91.18796064418936
major_003.tiff,P3,11.805423735247366,86.74618530273438,101.39767091588106,7.7426367112765355,43.010616302490234,100.72797860082238
major_004.tiff,P3,11.136713357937865,87.39181518554688,98.99299354810029,7.576669954022603,43.88410186767578,96.68834294182314
major_005.tiff,P3,10.446732707062031,77.20980072021484,98.49970658235263,7.488191998948926,38.55276107788086,95.4494580060348
major_006.tiff,P3,12.370055870390853,83.62377166748047,96.30521211642676,7.772938029074254,48.774192810058594,98.68411236426488
major_007.tiff,P3,11.99840362661437,85.14299011230469,96.0297551724679,7.87278390398529,46.96312713623047,93.03760532936977
major_008.tiff,P3,11.426823041843612,80.60742950439453,103.92640278394524,7.544093407926296,52.32316207885742,101.74534878191045
major_009.tiff,P3,11.527336790355415,80.76960754394531,93.63707092797596,7.3917872480899165,44.32073974609375,93.5989039231057
major_010.tiff,P3,11.588637351866462,83.06510162353516,97.78289367372918,7.332861642907389,46.54648208618164,95.81451849399369
major_011.tiff,P3,11.70837431493575,84.05901336669922,98.10917532631231,7.251588657382725,59.87516784667969,94.90931686715233
major_012.tiff,P3,12.838515327303474,83.76736450195312,91.19704250654472,7.407647328161241,64.19452667236328,87.99479995554466
major_013.tiff,P3,12.76216453761236,82.5351333618164,97.60772241353853,8.036697745124824,52.99267578125,92.31123563864276
major_014.tiff,P3,12.204065292954366,80.76351928710938,98.1741201423477,7.73233204916201,47.440673828125,96.53657906843009
major_015.tiff,P3,12.734894454021099,79.0804672241211,80.71828033304726,7.620912926333079,55.15214157104492,78.56936051938371
major_016.tiff,P3,12.261652500484578,83.33781433105469,98.01921021612998,8.073587140592617,44.379886627197266,91.0921147438087
major_017.tiff,P3,13.754096715453395,76.64693450927734,85.89457302341803,8.152547721856294,63.191612243652344,87.24420086380542
major_018.tiff,P3,12.886619083091928,83.1258544921875,97.24282794205557,7.536654462153705,61.74714660644531,93.69124063921986
major_019.tiff,P3,13.421844365763516,83.12933349609375,84.18095147928037,7.519753930767744,60.55680465698242,78.62490393783206
