pipeline,denoise,den_kw,contrast,con_kw,sharpen,shr_kw,niqe,piqe,colorfulness
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",percentile,"{'lo': 0.1, 'hi': 99.5}",unsharp,"{'alpha': 1.5, 'sigma': 1}",9.100629190308146,51.86363531748454,78.74326978630671
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",percentile,"{'lo': 0.1, 'hi': 99.5}",unsharp,"{'alpha': 1.5, 'sigma': 3}",7.470322561283103,43.78794492085775,79.11887600447704
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",percentile,"{'lo': 0.1, 'hi': 99.9}",unsharp,"{'alpha': 1.3, 'sigma': 1}",9.071829270812433,56.255790901184085,78.59735346598511
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",percentile,"{'lo': 0.1, 'hi': 99.9}",unsharp,"{'alpha': 1.3, 'sigma': 3}",7.62440860159048,46.68559201558431,78.89363607331357
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",percentile,"{'lo': 0.1, 'hi': 99.9}",unsharp,"{'alpha': 1.5, 'sigma': 1}",9.095692806912945,51.87722206115723,78.61675974922704
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",percentile,"{'lo': 0.1, 'hi': 99.9}",unsharp,"{'alpha': 1.5, 'sigma': 3}",7.444503642385908,43.915712928771974,78.9809786667516
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.05, 'hi': 99.5}",unsharp,"{'alpha': 1.3, 'sigma': 1}",8.948379794874565,56.64734592437744,78.36452915306134
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.05, 'hi': 99.5}",unsharp,"{'alpha': 1.3, 'sigma': 3}",7.5253766672793985,48.51267045338948,78.63505608320777
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.05, 'hi': 99.5}",unsharp,"{'alpha': 1.5, 'sigma': 1}",8.945983527615603,53.16947892506917,78.38087054957381
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.05, 'hi': 99.5}",unsharp,"{'alpha': 1.5, 'sigma': 3}",7.296128149824074,46.09409993489583,78.70722572196318
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.05, 'hi': 99.9}",unsharp,"{'alpha': 1.3, 'sigma': 1}",8.958254203848847,56.65418249766032,78.22911855024174
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.05, 'hi': 99.9}",unsharp,"{'alpha': 1.3, 'sigma': 3}",7.532439961313853,48.538109079996744,78.49071236909789
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.05, 'hi': 99.9}",unsharp,"{'alpha': 1.5, 'sigma': 1}",8.968011274450648,53.23575839996338,78.24601001924042
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.05, 'hi': 99.9}",unsharp,"{'alpha': 1.5, 'sigma': 3}",7.310193173860402,46.20123138427734,78.5636378694655
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.1, 'hi': 99.5}",unsharp,"{'alpha': 1.3, 'sigma': 1}",8.936808517534816,56.591488456726076,78.44878359915896
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.1, 'hi': 99.5}",unsharp,"{'alpha': 1.3, 'sigma': 3}",7.520009934667584,48.36727949778239,78.72310444028238
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.1, 'hi': 99.5}",unsharp,"{'alpha': 1.5, 'sigma': 1}",8.92777663837353,53.0821751276652,78.4665252609232
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.1, 'hi': 99.5}",unsharp,"{'alpha': 1.5, 'sigma': 3}",7.286534741436237,46.00332113901774,78.79801175760866
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.1, 'hi': 99.9}",unsharp,"{'alpha': 1.3, 'sigma': 1}",8.946682926509101,56.59832503000895,78.31337299633934
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.1, 'hi': 99.9}",unsharp,"{'alpha': 1.3, 'sigma': 3}",7.527073228702038,48.392718124389646,78.57876072617249
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.1, 'hi': 99.9}",unsharp,"{'alpha': 1.5, 'sigma': 1}",8.949804385208575,53.148454602559404,78.33166473058981
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.1, 'hi': 99.9}",unsharp,"{'alpha': 1.5, 'sigma': 3}",7.300599765472564,46.11045258839925,78.65442390511095
