pipeline,denoise,den_kw,contrast,con_kw,sharpen,shr_kw,niqe,piqe,colorfulness
P10,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",clahe,"{'clip': 1.5, 'tile': (8, 8)}",unsharp,"{'alpha': 1.3, 'sigma': 1}",8.287333513051319,36.34554665883382,71.9225817937981
P10,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",clahe,"{'clip': 1.5, 'tile': (8, 8)}",unsharp,"{'alpha': 1.3, 'sigma': 3}",6.573145189979792,29.978239218393963,72.38512317098682
P10,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",clahe,"{'clip': 1.5, 'tile': (8, 8)}",unsharp,"{'alpha': 1.5, 'sigma': 1}",8.091148065082288,33.515475336710615,71.98092027252467
P10,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",clahe,"{'clip': 1.5, 'tile': (8, 8)}",unsharp,"{'alpha': 1.5, 'sigma': 3}",6.556498834200749,28.188352648417155,72.53616675227265
P10,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",clahe,"{'clip': 2.0, 'tile': (8, 8)}",unsharp,"{'alpha': 1.3, 'sigma': 1}",8.295079572031765,33.602219581604004,71.68232119693388
P10,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",clahe,"{'clip': 2.0, 'tile': (8, 8)}",unsharp,"{'alpha': 1.3, 'sigma': 3}",6.575931094266305,28.15890105565389,72.21273499698505
P10,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",clahe,"{'clip': 2.0, 'tile': (8, 8)}",unsharp,"{'alpha': 1.5, 'sigma': 1}",8.093408551408483,31.262123584747314,71.73954961080744
P10,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",clahe,"{'clip': 2.0, 'tile': (8, 8)}",unsharp,"{'alpha': 1.5, 'sigma': 3}",6.574638273463152,26.51483392715454,72.38773136780726
P10,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",clahe,"{'clip': 1.5, 'tile': (8, 8)}",unsharp,"{'alpha': 1.3, 'sigma': 1}",8.25216300034045,38.24642724990845,71.59198772665148
P10,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",clahe,"{'clip': 1.5, 'tile': (8, 8)}",unsharp,"{'alpha': 1.3, 'sigma': 3}",6.554949874689267,32.249158986409505,72.00519416492378
P10,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",clahe,"{'clip': 1.5, 'tile': (8, 8)}",unsharp,"{'alpha': 1.5, 'sigma': 1}",8.025003017012203,35.74749396642049,71.6404058789776
