pipeline,denoise,den_kw,contrast,con_kw,sharpen,shr_kw,niqe,piqe,colorfulness
P9,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 75}",percentile,"{'lo': 0.05, 'hi': 99.5}",l0,{},9.792317271002766,92.03007723490397,74.39931950430751
P9,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 75}",percentile,"{'lo': 0.05, 'hi': 99.9}",l0,{},9.801431189894053,92.30341771443685,74.2326771136563
P9,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 75}",percentile,"{'lo': 0.1, 'hi': 99.5}",l0,{},9.776989785048423,91.8857603708903,74.40568116987642
P9,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 75}",percentile,"{'lo': 0.1, 'hi': 99.9}",l0,{},9.78610370393971,92.15910085042317,74.23903877922518
P9,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 100}",percentile,"{'lo': 0.05, 'hi': 99.5}",l0,{},9.792371667680396,92.02716929117838,74.39932154967816
P9,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 100}",percentile,"{'lo': 0.05, 'hi': 99.9}",l0,{},9.801397981838306,92.30038566589356,74.2326795775959
P9,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 100}",percentile,"{'lo': 0.1, 'hi': 99.5}",l0,{},9.77705061134377,91.88285230000814,74.40568324433404
P9,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 100}",percentile,"{'lo': 0.1, 'hi': 99.9}",l0,{},9.786076925501678,92.1560686747233,74.23904127225177
P9,bilateral,"{'d': 7, 'sigmaColor': 100, 'sigmaSpace': 75}",percentile,"{'lo': 0.05, 'hi': 99.5}",l0,{},9.777163345707912,92.7008450826009,74.38940898477986
P9,bilateral,"{'d': 7, 'sigmaColor': 100, 'sigmaSpace': 75}",percentile,"{'lo': 0.05, 'hi': 99.9}",l0,{},9.786862067280863,92.9646364847819,74.22306440758211
P9,bilateral,"{'d': 7, 'sigmaColor': 100, 'sigmaSpace': 75}",percentile,"{'lo': 0.1, 'hi': 99.5}",l0,{},9.760926960234166,92.1640729268392,74.39580822536134
P9,bilateral,"{'d': 7, 'sigmaColor': 100, 'sigmaSpace': 75}",percentile,"{'lo': 0.1, 'hi': 99.9}",l0,{},9.770625681807115,92.42786432902018,74.22946364816359
P9,bilateral,"{'d': 7, 'sigmaColor': 100, 'sigmaSpace': 100}",percentile,"{'lo': 0.05, 'hi': 99.5}",l0,{},9.777148861574855,92.72786191304525,74.38937779449476
P9,bilateral,"{'d': 7, 'sigmaColor': 100, 'sigmaSpace': 100}",percentile,"{'lo': 0.05, 'hi': 99.9}",l0,{},9.786896177021072,92.99165331522623,74.22302742943934
P9,bilateral,"{'d': 7, 'sigmaColor': 100, 'sigmaSpace': 100}",percentile,"{'lo': 0.1, 'hi': 99.5}",l0,{},9.76092456637872,92.16407101949056,74.39577707705706
P9,bilateral,"{'d': 7, 'sigmaColor': 100, 'sigmaSpace': 100}",percentile,"{'lo': 0.1, 'hi': 99.9}",l0,{},9.770671881824937,92.42786242167155,74.22942671200164
P9,bilateral,"{'d': 9, 'sigmaColor': 75, 'sigmaSpace': 75}",percentile,"{'lo': 0.05, 'hi': 99.5}",l0,{},9.764021165845216,93.89122657775879,74.23675990073289
P9,bilateral,"{'d': 9, 'sigmaColor': 75, 'sigmaSpace': 75}",percentile,"{'lo': 0.05, 'hi': 99.9}",l0,{},9.767602668337382,93.8864927927653,74.0760830724504
P9,bilateral,"{'d': 9, 'sigmaColor': 75, 'sigmaSpace': 75}",percentile,"{'lo': 0.1, 'hi': 99.5}",l0,{},9.757559479951885,93.89160321553548,74.24355681010388
P9,bilateral,"{'d': 9, 'sigmaColor': 75, 'sigmaSpace': 75}",percentile,"{'lo': 0.1, 'hi': 99.9}",l0,{},9.76114098244405,93.88686943054199,74.08287998182138
P9,bilateral,"{'d': 9, 'sigmaColor': 75, 'sigmaSpace': 100}",percentile,"{'lo': 0.05, 'hi': 99.5}",l0,{},9.763953729590275,93.89132563273112,74.23668340674959
P9,bilateral,"{'d': 9, 'sigmaColor': 75, 'sigmaSpace': 100}",percentile,"{'lo': 0.05, 'hi': 99.9}",l0,{},9.767583048265315,93.8865914662679,74.0760102052167
P9,bilateral,"{'d': 9, 'sigmaColor': 75, 'sigmaSpace': 100}",percentile,"{'lo': 0.1, 'hi': 99.5}",l0,{},9.757553764093712,93.89170379638672,74.2434805026936
P9,bilateral,"{'d': 9, 'sigmaColor': 75, 'sigmaSpace': 100}",percentile,"{'lo': 0.1, 'hi': 99.9}",l0,{},9.761183082768753,93.8869696299235,74.08280730116071
P9,bilateral,"{'d': 9, 'sigmaColor': 100, 'sigmaSpace': 75}",percentile,"{'lo': 0.05, 'hi': 99.5}",l0,{},9.790301944776484,93.87036120096842,74.21808085786716
P9,bilateral,"{'d': 9, 'sigmaColor': 100, 'sigmaSpace': 75}",percentile,"{'lo': 0.05, 'hi': 99.9}",l0,{},9.796346121325682,93.81011594136557,74.05808016825885
P9,bilateral,"{'d': 9, 'sigmaColor': 100, 'sigmaSpace': 75}",percentile,"{'lo': 0.1, 'hi': 99.5}",l0,{},9.783188142597236,93.87097256978353,74.22498527696187
P9,bilateral,"{'d': 9, 'sigmaColor': 100, 'sigmaSpace': 75}",percentile,"{'lo': 0.1, 'hi': 99.9}",l0,{},9.789232319146434,93.81072731018067,74.06498458735356
P9,bilateral,"{'d': 9, 'sigmaColor': 100, 'sigmaSpace': 100}",percentile,"{'lo': 0.05, 'hi': 99.5}",l0,{},9.790456385639413,93.80254592895508,74.21801204963226
P9,bilateral,"{'d': 9, 'sigmaColor': 100, 'sigmaSpace': 100}",percentile,"{'lo': 0.05, 'hi': 99.9}",l0,{},9.79669613676902,93.74230868021647,74.05802209161622
P9,bilateral,"{'d': 9, 'sigmaColor': 100, 'sigmaSpace': 100}",percentile,"{'lo': 0.1, 'hi': 99.5}",l0,{},9.783201507428414,93.87101694742839,74.2249164002602
P9,bilateral,"{'d': 9, 'sigmaColor': 100, 'sigmaSpace': 100}",percentile,"{'lo': 0.1, 'hi': 99.9}",l0,{},9.789441258558021,93.81077969868979,74.06492644224416
