pipeline,denoise,den_kw,contrast,con_kw,sharpen,shr_kw,niqe,piqe,colorfulness
P13,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.3, 'sigma': 1}",8.749162256091118,53.717515754699704,73.4978730254461
P13,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.3, 'sigma': 3}",7.3015242666989755,46.33064333597819,73.9279209943014
P13,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.5, 'sigma': 1}",8.658566338107908,49.02680282592773,73.5154281777123
P13,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.5, 'sigma': 3}",7.149997557034781,43.936160532633465,74.03898038976237
P13,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.3, 'sigma': 1}",8.743220939164736,51.95720342000325,72.90997963112666
P13,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.3, 'sigma': 3}",7.20859221235055,44.68722305297852,73.27268740744616
P13,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.5, 'sigma': 1}",8.623915312691036,47.43291479746501,72.93449514866941
P13,fast_nlm,"{'h': 10, 'template': 7, 'search': 21}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.5, 'sigma': 3}",7.075592455628392,42.34214865366618,73.387961535926
P13,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.3, 'sigma': 1}",8.682149088615963,53.56733487447103,73.25434528186612
P13,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.3, 'sigma': 3}",7.327070528718675,47.14170258839925,73.64652779387758
P13,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.5, 'sigma': 1}",8.595864147613005,49.112252426147464,73.27160726194784
P13,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.5, 'sigma': 3}",7.131920456551013,44.90933062235514,73.74566081790417
P13,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.3, 'sigma': 1}",8.697292746453371,51.89756520589193,72.66138754336743
P13,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.3, 'sigma': 3}",7.242524903856758,45.60462265014648,72.99334455069408
P13,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.5, 'sigma': 1}",8.602805288342884,47.609943803151445,72.6835935934532
P13,fast_nlm,"{'h': 10, 'template': 7, 'search': 31}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.5, 'sigma': 3}",7.07949682139632,43.4921906153361,73.09476941617466
P13,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.3, 'sigma': 1}",9.04187043951641,53.899705505371095,73.25093322567025
P13,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.3, 'sigma': 3}",7.5533830883454165,44.82151724497477,73.5723640829974
P13,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.5, 'sigma': 1}",8.95720269083709,49.36133200327556,73.26706224151256
P13,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.5, 'sigma': 3}",7.403557826258884,42.15101544062296,73.66244171248937
P13,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.3, 'sigma': 1}",9.071080561446937,52.58526643117269,72.68493558967116
P13,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.3, 'sigma': 3}",7.423715183359452,43.533008670806886,72.95636883048421
P13,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.5, 'sigma': 1}",8.931148046714435,48.257812881469725,72.70702352351766
P13,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.5, 'sigma': 3}",7.285624759650066,40.85375480651855,73.05314269508982
P13,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.3, 'sigma': 1}",8.935816468449673,54.67499046325683,72.9276095136685
P13,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.3, 'sigma': 3}",7.409977969157216,46.81455618540446,73.21103323486949
P13,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.5, 'sigma': 1}",8.852022987041115,50.83358809153239,72.94384708694507
P13,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.5, 'sigma': 3}",7.219308645598908,44.50846846898397,73.28774618881002
P13,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.3, 'sigma': 1}",8.953163857637895,53.39302075703939,72.35909313045005
