pipeline,denoise,den_kw,contrast,con_kw,sharpen,shr_kw,niqe,piqe,colorfulness
P2,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 75}",clahe,"{'clip': 1.5, 'tile': (8, 8)}",guided,"{'radius': 4, 'eps': 0.001}",8.183795589875027,62.86633904774984,77.68094920084104
P2,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 75}",clahe,"{'clip': 1.5, 'tile': (8, 8)}",guided,"{'radius': 6, 'eps': 0.001}",8.183795589875027,62.86633904774984,77.68094920084104
P2,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 75}",clahe,"{'clip': 2.0, 'tile': (8, 8)}",guided,"{'radius': 4, 'eps': 0.001}",8.049557998681927,62.86553382873535,77.46510718008444
P2,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 75}",clahe,"{'clip': 2.0, 'tile': (8, 8)}",guided,"{'radius': 6, 'eps': 0.001}",8.049557998681927,62.86553382873535,77.46510718008444
P2,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 100}",clahe,"{'clip': 1.5, 'tile': (8, 8)}",guided,"{'radius': 4, 'eps': 0.001}",8.183333763053998,62.8681453704834,77.68097038880137
P2,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 100}",clahe,"{'clip': 1.5, 'tile': (8, 8)}",guided,"{'radius': 6, 'eps': 0.001}",8.183333763053998,62.8681453704834,77.68097038880137
P2,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 100}",clahe,"{'clip': 2.0, 'tile': (8, 8)}",guided,"{'radius': 4, 'eps': 0.001}",8.049128741609557,62.86761480967204,77.46512901700916
P2,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 100}",clahe,"{'clip': 2.0, 'tile': (8, 8)}",guided,"{'radius': 6, 'eps': 0.001}",8.049128741609557,62.86761480967204,77.46512901700916
P2,bilateral,"{'d': 7, 'sigmaColor': 100, 'sigmaSpace': 75}",clahe,"{'clip': 1.5, 'tile': (8, 8)}",guided,"{'radius': 4, 'eps': 0.001}",8.191476220390717,62.61604245503744,77.67814018358806
P2,bilateral,"{'d': 7, 'sigmaColor': 100, 'sigmaSpace': 75}",clahe,"{'clip': 1.5, 'tile': (8, 8)}",guided,"{'radius': 6, 'eps': 0.001}",8.191476220390717,62.61604245503744,77.67814018358806
P2,bilateral,"{'d': 7, 'sigmaColor': 100, 'sigmaSpace': 75}",clahe,"{'clip': 2.0, 'tile': (8, 8)}",guided,"{'radius': 4, 'eps': 0.001}",8.055284165143288,62.73607145945231,77.46229556016647
P2,bilateral,"{'d': 7, 'sigmaColor': 100, 'sigmaSpace': 75}",clahe,"{'clip': 2.0, 'tile': (8, 8)}",guided,"{'radius': 6, 'eps': 0.001}",8.055284165143288,62.73607145945231,77.46229556016647
P2,bilateral,"{'d': 7, 'sigmaColor': 100, 'sigmaSpace': 100}",clahe,"{'clip': 1.5, 'tile': (8, 8)}",guided,"{'radius': 4, 'eps': 0.001}",8.191464448332678,62.6238177617391,77.67814590652539
P2,bilateral,"{'d': 7, 'sigmaColor': 100, 'sigmaSpace': 100}",clahe,"{'clip': 1.5, 'tile': (8, 8)}",guided,"{'radius': 6, 'eps': 0.001}",8.191464448332678,62.6238177617391,77.67814590652539
P2,bilateral,"{'d': 7, 'sigmaColor': 100, 'sigmaSpace': 100}",clahe,"{'clip': 2.0, 'tile': (8, 8)}",guided,"{'radius': 4, 'eps': 0.001}",8.054713396503717,62.74269027709961,77.46230903276819
P2,bilateral,"{'d': 7, 'sigmaColor': 100, 'sigmaSpace': 100}",clahe,"{'clip': 2.0, 'tile': (8, 8)}",guided,"{'radius': 6, 'eps': 0.001}",8.054713396503717,62.74269027709961,77.46230903276819
P2,bilateral,"{'d': 9, 'sigmaColor': 75, 'sigmaSpace': 75}",clahe,"{'clip': 1.5, 'tile': (8, 8)}",guided,"{'radius': 4, 'eps': 0.001}",7.947403823700231,57.3816964785258,77.58973856000587
P2,bilateral,"{'d': 9, 'sigmaColor': 75, 'sigmaSpace': 75}",clahe,"{'clip': 1.5, 'tile': (8, 8)}",guided,"{'radius': 6, 'eps': 0.001}",7.947403823700231,57.3816964785258,77.58973856000587
P2,bilateral,"{'d': 9, 'sigmaColor': 75, 'sigmaSpace': 75}",clahe,"{'clip': 2.0, 'tile': (8, 8)}",guided,"{'radius': 4, 'eps': 0.001}",7.816721608889737,57.19209540685018,77.37923948103119
P2,bilateral,"{'d': 9, 'sigmaColor': 75, 'sigmaSpace': 75}",clahe,"{'clip': 2.0, 'tile': (8, 8)}",guided,"{'radius': 6, 'eps': 0.001}",7.816721608889737,57.19209540685018,77.37923948103119
P2,bilateral,"{'d': 9, 'sigmaColor': 75, 'sigmaSpace': 100}",clahe,"{'clip': 1.5, 'tile': (8, 8)}",guided,"{'radius': 4, 'eps': 0.001}",7.946956445001942,57.400550587972006,77.5897813605737
P2,bilateral,"{'d': 9, 'sigmaColor': 75, 'sigmaSpace': 100}",clahe,"{'clip': 1.5, 'tile': (8, 8)}",guided,"{'radius': 6, 'eps': 0.001}",7.946956445001942,57.400550587972006,77.5897813605737
P2,bilateral,"{'d': 9, 'sigmaColor': 75, 'sigmaSpace': 100}",clahe,"{'clip': 2.0, 'tile': (8, 8)}",guided,"{'radius': 4, 'eps': 0.001}",7.816288704093632,57.189279842376706,77.37922688532089
P2,bilateral,"{'d': 9, 'sigmaColor': 75, 'sigmaSpace': 100}",clahe,"{'clip': 2.0, 'tile': (8, 8)}",guided,"{'radius': 6, 'eps': 0.001}",7.816288704093632,57.189279842376706,77.37922688532089
P2,bilateral,"{'d': 9, 'sigmaColor': 100, 'sigmaSpace': 75}",clahe,"{'clip': 1.5, 'tile': (8, 8)}",guided,"{'radius': 4, 'eps': 0.001}",7.981368576944474,56.901177660624185,77.58223578552172
