pipeline,denoise,den_kw,contrast,con_kw,sharpen,shr_kw,niqe,piqe,colorfulness
P4,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 75}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.3, 'sigma': 1}",9.852957529331853,77.80319519042969,80.15363477534963
P4,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 75}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.3, 'sigma': 3}",8.939434441019495,72.10044593811035,81.16160770257521
P4,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 75}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.5, 'sigma': 1}",9.68400137752861,65.44363924662272,80.20033503662597
P4,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 75}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.5, 'sigma': 3}",8.863436863106505,65.32682139078776,81.39271794260122
P4,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 75}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.3, 'sigma': 1}",9.709270111885063,76.18405202229818,79.78099912323742
P4,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 75}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.3, 'sigma': 3}",8.873952560397177,71.03902848561604,80.68302329300982
P4,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 75}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.5, 'sigma': 1}",9.445490736376124,62.248304176330564,79.81651466833627
P4,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 75}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.5, 'sigma': 3}",8.808808245013996,65.1007126490275,80.90469531506338
P4,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 100}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.3, 'sigma': 1}",9.853401945555737,77.75166320800781,80.15360469370385
P4,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 100}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.3, 'sigma': 3}",8.939056017464827,72.09703998565674,81.16156027147771
P4,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 100}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.5, 'sigma': 1}",9.683553521098808,65.40906734466553,80.20031848469166
P4,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 100}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.5, 'sigma': 3}",8.863667844038758,65.31161645253499,81.3926422758169
P4,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 100}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.3, 'sigma': 1}",9.709350913099877,76.15462958017984,79.78092501113848
P4,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 100}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.3, 'sigma': 3}",8.873682268876012,71.00662682851156,80.68297979251749
P4,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 100}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.5, 'sigma': 1}",9.44522672625417,62.27448094685872,79.81642950063056
P4,bilateral,"{'d': 7, 'sigmaColor': 75, 'sigmaSpace': 100}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.5, 'sigma': 3}",8.808830141174537,65.08885142008464,80.90467812224615
P4,bilateral,"{'d': 7, 'sigmaColor': 100, 'sigmaSpace': 75}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.3, 'sigma': 1}",9.830010283370022,78.90616518656412,80.14117300077879
P4,bilateral,"{'d': 7, 'sigmaColor': 100, 'sigmaSpace': 75}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.3, 'sigma': 3}",8.920478944525906,71.52550614674887,81.1364230012568
P4,bilateral,"{'d': 7, 'sigmaColor': 100, 'sigmaSpace': 75}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.5, 'sigma': 1}",9.66869069964896,64.99191449483236,80.18658079940275
P4,bilateral,"{'d': 7, 'sigmaColor': 100, 'sigmaSpace': 75}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.5, 'sigma': 3}",8.844123688472699,65.25948823293051,81.36487354771657
P4,bilateral,"{'d': 7, 'sigmaColor': 100, 'sigmaSpace': 75}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.3, 'sigma': 1}",9.684861986093141,75.90601476033528,79.76851295182455
P4,bilateral,"{'d': 7, 'sigmaColor': 100, 'sigmaSpace': 75}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.3, 'sigma': 3}",8.858193716202834,71.07982088724772,80.6576708264822
P4,bilateral,"{'d': 7, 'sigmaColor': 100, 'sigmaSpace': 75}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.5, 'sigma': 1}",9.434919114939403,61.79447625478109,79.80299778807606
P4,bilateral,"{'d': 7, 'sigmaColor': 100, 'sigmaSpace': 75}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.5, 'sigma': 3}",8.796733158757005,65.12506720225016,80.87649090469968
P4,bilateral,"{'d': 7, 'sigmaColor': 100, 'sigmaSpace': 100}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.3, 'sigma': 1}",9.829687664598845,78.91707598368326,80.14117030833408
P4,bilateral,"{'d': 7, 'sigmaColor': 100, 'sigmaSpace': 100}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.3, 'sigma': 3}",8.920277090757798,71.51231632232665,81.1364150638537
P4,bilateral,"{'d': 7, 'sigmaColor': 100, 'sigmaSpace': 100}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.5, 'sigma': 1}",9.668801646674229,64.9932866414388,80.18656320331458
P4,bilateral,"{'d': 7, 'sigmaColor': 100, 'sigmaSpace': 100}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.5, 'sigma': 3}",8.843919706083595,65.2667241414388,81.3648466973271
P4,bilateral,"{'d': 7, 'sigmaColor': 100, 'sigmaSpace': 100}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.3, 'sigma': 1}",9.685060692633394,75.90768629709879,79.76853351075366
P4,bilateral,"{'d': 7, 'sigmaColor': 100, 'sigmaSpace': 100}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.3, 'sigma': 3}",8.858090826364766,71.06242230733235,80.65765209092822
P4,bilateral,"{'d': 7, 'sigmaColor': 100, 'sigmaSpace': 100}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.5, 'sigma': 1}",9.4344722274563,61.778639221191405,79.80299295573495
P4,bilateral,"{'d': 7, 'sigmaColor': 100, 'sigmaSpace': 100}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.5, 'sigma': 3}",8.796719400536261,65.10549933115641,80.87643396415783
P4,bilateral,"{'d': 9, 'sigmaColor': 75, 'sigmaSpace': 75}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.3, 'sigma': 1}",9.709795973788413,81.87730814615885,79.99420911802828
P4,bilateral,"{'d': 9, 'sigmaColor': 75, 'sigmaSpace': 75}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.3, 'sigma': 3}",8.696528892731212,65.92762406667073,80.86619430714404
P4,bilateral,"{'d': 9, 'sigmaColor': 75, 'sigmaSpace': 75}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.5, 'sigma': 1}",9.722463898923682,64.6788319905599,80.04364939788351
P4,bilateral,"{'d': 9, 'sigmaColor': 75, 'sigmaSpace': 75}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.5, 'sigma': 3}",8.556323499707423,57.69392836888631,81.06568710038877
P4,bilateral,"{'d': 9, 'sigmaColor': 75, 'sigmaSpace': 75}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.3, 'sigma': 1}",9.498511506289994,77.08672936757405,79.6385970019629
P4,bilateral,"{'d': 9, 'sigmaColor': 75, 'sigmaSpace': 75}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.3, 'sigma': 3}",8.581864499792635,65.63518867492675,80.42045331259116
P4,bilateral,"{'d': 9, 'sigmaColor': 75, 'sigmaSpace': 75}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.5, 'sigma': 1}",9.388252567488019,59.79081433614095,79.67594815596773
P4,bilateral,"{'d': 9, 'sigmaColor': 75, 'sigmaSpace': 75}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.5, 'sigma': 3}",8.446021122666334,57.17378362019857,80.61438058574512
P4,bilateral,"{'d': 9, 'sigmaColor': 75, 'sigmaSpace': 100}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.3, 'sigma': 1}",9.709827681756469,81.78274828592936,79.99414652929865
P4,bilateral,"{'d': 9, 'sigmaColor': 75, 'sigmaSpace': 100}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.3, 'sigma': 3}",8.696215885611746,65.96627337137858,80.86614049080549
P4,bilateral,"{'d': 9, 'sigmaColor': 75, 'sigmaSpace': 100}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.5, 'sigma': 1}",9.722973432254616,64.93215726216634,80.0435776292679
P4,bilateral,"{'d': 9, 'sigmaColor': 75, 'sigmaSpace': 100}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.5, 'sigma': 3}",8.55629973140922,57.65005187988281,81.06567167221478
P4,bilateral,"{'d': 9, 'sigmaColor': 75, 'sigmaSpace': 100}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.3, 'sigma': 1}",9.498249689063732,77.1427453994751,79.63855453798668
P4,bilateral,"{'d': 9, 'sigmaColor': 75, 'sigmaSpace': 100}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.3, 'sigma': 3}",8.582275940332417,65.51686242421468,80.4203978207731
P4,bilateral,"{'d': 9, 'sigmaColor': 75, 'sigmaSpace': 100}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.5, 'sigma': 1}",9.388726067552183,59.85011310577393,79.67590001908768
P4,bilateral,"{'d': 9, 'sigmaColor': 75, 'sigmaSpace': 100}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.5, 'sigma': 3}",8.44625857717089,57.2261038462321,80.61431413532792
P4,bilateral,"{'d': 9, 'sigmaColor': 100, 'sigmaSpace': 75}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.3, 'sigma': 1}",9.775520358314006,84.95486462910971,79.97276966325352
P4,bilateral,"{'d': 9, 'sigmaColor': 100, 'sigmaSpace': 75}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.3, 'sigma': 3}",8.706544905010396,65.19231459299723,80.82185906612307
P4,bilateral,"{'d': 9, 'sigmaColor': 100, 'sigmaSpace': 75}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.5, 'sigma': 1}",9.80668503469683,66.29374001820882,80.02040697581566
P4,bilateral,"{'d': 9, 'sigmaColor': 100, 'sigmaSpace': 75}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.5, 'sigma': 3}",8.566990341239409,57.33411293029785,81.01657952236488
P4,bilateral,"{'d': 9, 'sigmaColor': 100, 'sigmaSpace': 75}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.3, 'sigma': 1}",9.571117336627365,76.78345235188802,79.61760603399541
P4,bilateral,"{'d': 9, 'sigmaColor': 100, 'sigmaSpace': 75}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.3, 'sigma': 3}",8.603470087025118,64.80636603037516,80.37541832072652
P4,bilateral,"{'d': 9, 'sigmaColor': 100, 'sigmaSpace': 75}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.5, 'sigma': 1}",9.481370718835286,61.46712277730306,79.65310282637941
P4,bilateral,"{'d': 9, 'sigmaColor': 100, 'sigmaSpace': 75}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.5, 'sigma': 3}",8.467823113607208,56.37152856190999,80.56464526463839
P4,bilateral,"{'d': 9, 'sigmaColor': 100, 'sigmaSpace': 100}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.3, 'sigma': 1}",9.775370765370292,85.09112612406413,79.9726711974968
P4,bilateral,"{'d': 9, 'sigmaColor': 100, 'sigmaSpace': 100}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.3, 'sigma': 3}",8.706539966098282,65.24341367085775,80.82180645215686
P4,bilateral,"{'d': 9, 'sigmaColor': 100, 'sigmaSpace': 100}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.5, 'sigma': 1}",9.807243172065746,66.39196039835612,80.02030348259905
P4,bilateral,"{'d': 9, 'sigmaColor': 100, 'sigmaSpace': 100}",adaptive_gamma,{'mult': 1.2},unsharp,"{'alpha': 1.5, 'sigma': 3}",8.567656090284181,57.33837785720825,81.01651598208697
P4,bilateral,"{'d': 9, 'sigmaColor': 100, 'sigmaSpace': 100}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.3, 'sigma': 1}",9.571336763122797,76.78698126475017,79.6175494843788
P4,bilateral,"{'d': 9, 'sigmaColor': 100, 'sigmaSpace': 100}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.3, 'sigma': 3}",8.603063096625023,64.76600259145101,80.37534506562655
P4,bilateral,"{'d': 9, 'sigmaColor': 100, 'sigmaSpace': 100}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.5, 'sigma': 1}",9.481698265958373,61.360677528381345,79.65304873882546
P4,bilateral,"{'d': 9, 'sigmaColor': 100, 'sigmaSpace': 100}",adaptive_gamma,{'mult': 1.5},unsharp,"{'alpha': 1.5, 'sigma': 3}",8.468225383667166,56.37178535461426,80.56462756485544
